,points
1673230800,"{'v': [2.208342334488708, 33192874.18, 2697271935.396805, 0.00012841086977753095, 156841.1879995135], 'c': [2.208342334488708, 33192874.18, 2697271935.396805]}"
1673231700,"{'v': [2.207566772975016, 33352673.4, 2696324663.6480436, 0.00012821293100884743, 156599.4253536778], 'c': [2.207566772975016, 33352673.4, 2696324663.6480436]}"
1673232600,"{'v': [2.2067028634939674, 33575116.33, 2695269483.5876136, 0.0001281851268608484, 156565.46533447507], 'c': [2.2067028634939674, 33575116.33, 2695269483.5876136]}"
1673233500,"{'v': [2.2040260471589694, 33841067.32, 2692000016.9547267, 0.0001282264180488932, 156615.89844031786], 'c': [2.2040260471589694, 33841067.32, 2692000016.9547267]}"
1673234100,"{'v': [2.200412791652241, 33873634.69, 2687586782.4115543, 0.00012803213424579857, 156378.59997376893], 'c': [2.200412791652241, 33873634.69, 2687586782.4115543]}"
1673235000,"{'v': [2.198515174838119, 34130829.71, 2685269030.9937, 0.00012785537536305101, 156162.7064656288], 'c': [2.198515174838119, 34130829.71, 2685269030.9937]}"
1673235900,"{'v': [2.1998664932790275, 34292032.29, 2686919532.933333, 0.00012776955778719527, 156057.88877712804], 'c': [2.1998664932790275, 34292032.29, 2686919532.933333]}"
1673236800,"{'v': [2.207871112824515, 34564202.46, 2696696384.699647, 0.000128312874948184, 156721.49699921726], 'c': [2.207871112824515, 34564202.46, 2696696384.699647]}"
1673237700,"{'v': [2.2088884145251617, 34648870.39, 2697938918.19825, 0.00012833232059968386, 156745.24794092448], 'c': [2.2088884145251617, 34648870.39, 2697938918.19825]}"
1673238600,"{'v': [2.2133141401917937, 34555707.14, 2703344504.7542562, 0.00012848636645207417, 156933.39972696218], 'c': [2.2133141401917937, 34555707.14, 2703344504.7542562]}"
1673239500,"{'v': [2.21901149141956, 34651203.39, 2710303256.272422, 0.00012871915746935167, 157217.7309503911], 'c': [2.21901149141956, 34651203.39, 2710303256.272422]}"
1673240400,"{'v': [2.2279813762683998, 34800164.82, 2721259084.2202287, 0.00012931141455219765, 157941.1144508348], 'c': [2.2279813762683998, 34800164.82, 2721259084.2202287]}"
1673241000,"{'v': [2.234539441269569, 34912465.89, 2729269112.5577316, 0.0001296349601093021, 158336.29337638945], 'c': [2.234539441269569, 34912465.89, 2729269112.5577316]}"
1673241900,"{'v': [2.2453897152929305, 35445338.11, 2742521650.064039, 0.00013020322914887803, 159030.37785245324], 'c': [2.2453897152929305, 35445338.11, 2742521650.064039]}"
1673242800,"{'v': [2.2509498474174663, 35595674.76, 2749312802.007463, 0.00013059159664488828, 159504.73037074218], 'c': [2.2509498474174663, 35595674.76, 2749312802.007463]}"
1673243700,"{'v': [2.2432125455104748, 35701039.02, 2739862452.3205104, 0.00013024773759623515, 159084.74052261972], 'c': [2.2432125455104748, 35701039.02, 2739862452.3205104]}"
1673244600,"{'v': [2.2457044189110635, 35868308.58, 2742906029.4348917, 0.00013043894665980274, 159318.28349867908], 'c': [2.2457044189110635, 35868308.58, 2742906029.4348917]}"
1673245500,"{'v': [2.2450302678960936, 36031341.06, 2742082620.589035, 0.00013040843675374216, 159281.01866338446], 'c': [2.2450302678960936, 36031341.06, 2742082620.589035]}"
1673246400,"{'v': [2.247351602991662, 36233598.68, 2744917902.016259, 0.00013051371151784612, 159409.60138459055], 'c': [2.247351602991662, 36233598.68, 2744917902.016259]}"
1673247300,"{'v': [2.251009505852526, 36359449.35, 2749385668.8905015, 0.00013090592762262762, 159888.6545981779], 'c': [2.251009505852526, 36359449.35, 2749385668.8905015]}"
1673247900,"{'v': [2.2523302810520383, 36391847.62, 2750998865.2790217, 0.0001309954832145024, 159998.03790385887], 'c': [2.2523302810520383, 36391847.62, 2750998865.2790217]}"
1673248800,"{'v': [2.2451324241051465, 36499192.98, 2742207394.3034186, 0.00013053259427620617, 159432.66480795204], 'c': [2.2451324241051465, 36499192.98, 2742207394.3034186]}"
1673249700,"{'v': [2.2513826694438666, 36532845.1, 2749841451.3416715, 0.00013080525667343381, 159765.69498194018], 'c': [2.2513826694438666, 36532845.1, 2749841451.3416715]}"
1673250600,"{'v': [2.2559036887117636, 36510665.12, 2755363429.6148043, 0.00013108173857319052, 160103.39030082815], 'c': [2.2559036887117636, 36510665.12, 2755363429.6148043]}"
1673251500,"{'v': [2.2605877577338727, 36498023.02, 2761084557.050294, 0.00013134918927558523, 160430.05490459234], 'c': [2.2605877577338727, 36498023.02, 2761084557.050294]}"
1673252400,"{'v': [2.255516171874274, 36556390.61, 2754890116.0918374, 0.00013111660574516152, 160145.97710585166], 'c': [2.255516171874274, 36556390.61, 2754890116.0918374]}"
1673253300,"{'v': [2.257102409567846, 36529722.19, 2756827548.684113, 0.00013116583907610865, 160206.11075441504], 'c': [2.257102409567846, 36529722.19, 2756827548.684113]}"
1673254200,"{'v': [2.260230783177417, 36536357.45, 2760648547.9054523, 0.00013123240577891848, 160287.41540384226], 'c': [2.260230783177417, 36536357.45, 2760648547.9054523]}"
1673254800,"{'v': [2.256415447575132, 36665297.66, 2755988492.49491, 0.00013112793941430593, 160159.8200627297], 'c': [2.256415447575132, 36665297.66, 2755988492.49491]}"
1673255700,"{'v': [2.2495004952263065, 36563955.65, 2747542561.5294957, 0.00013072122707152343, 159663.06112692787], 'c': [2.2495004952263065, 36563955.65, 2747542561.5294957]}"
1673256600,"{'v': [2.2513429048487943, 36513818.92, 2749792882.818288, 0.00013070084191517983, 159638.16267289495], 'c': [2.2513429048487943, 36513818.92, 2749792882.818288]}"
1673257500,"{'v': [2.251681018217858, 36488271.74, 2750205854.8865743, 0.00013054243343442004, 159444.68236741453], 'c': [2.251681018217858, 36488271.74, 2750205854.8865743]}"
1673258400,"{'v': [2.253190115749072, 36444318.61, 2752049068.393443, 0.00013062355421842155, 159543.7633887976], 'c': [2.253190115749072, 36444318.61, 2752049068.393443]}"
1673259300,"{'v': [2.254657479035158, 36429564.94, 2753841307.644025, 0.00013071077479085298, 159650.29469897284], 'c': [2.254657479035158, 36429564.94, 2753841307.644025]}"
1673260200,"{'v': [2.270272695864634, 36506270.12, 2772913751.921118, 0.00013142965573937032, 160528.33673849032], 'c': [2.270272695864634, 36506270.12, 2772913751.921118]}"
1673261100,"{'v': [2.2677851298879705, 36577568.25, 2769875435.8994055, 0.00013126178371098386, 160323.29764476223], 'c': [2.2677851298879705, 36577568.25, 2769875435.8994055]}"
1673261700,"{'v': [2.2553423926301455, 36571210.03, 2754677861.917825, 0.00013062537995041772, 159545.99334001393], 'c': [2.2553423926301455, 36571210.03, 2754677861.917825]}"
1673262600,"{'v': [2.255453112449664, 36581769.76, 2754813095.2361455, 0.00013052287482538615, 159420.7934592418], 'c': [2.255453112449664, 36581769.76, 2754813095.2361455]}"
1673263500,"{'v': [2.2635448403664684, 36662489.26, 2764696341.270061, 0.00013107784225114551, 160098.63132848084], 'c': [2.2635448403664684, 36662489.26, 2764696341.270061]}"
1673264400,"{'v': [2.2604383468123173, 36681538.29, 2760902066.374252, 0.00013088559226519006, 159863.8169685876], 'c': [2.2604383468123173, 36681538.29, 2760902066.374252]}"
1673265300,"{'v': [2.2574114136803747, 36713643.77, 2757204966.672089, 0.0001308103343798164, 159771.89689851267], 'c': [2.2574114136803747, 36713643.77, 2757204966.672089]}"
1673266200,"{'v': [2.252231714981817, 36687205.32, 2750878476.5644464, 0.00013055030720611816, 159454.2994014655], 'c': [2.252231714981817, 36687205.32, 2750878476.5644464]}"
1673267100,"{'v': [2.2524253354792396, 36685942.97, 2751114964.8686643, 0.00013053752707758203, 159438.68973737818], 'c': [2.2524253354792396, 36685942.97, 2751114964.8686643]}"
1673268000,"{'v': [2.2510146748811417, 36657447.05, 2749391982.3481574, 0.00013045143367009266, 159333.53514779435], 'c': [2.2510146748811417, 36657447.05, 2749391982.3481574]}"
1673268600,"{'v': [2.2505067695652685, 36638129.79, 2748771626.1955137, 0.00013040036192534242, 159271.15605844068], 'c': [2.2505067695652685, 36638129.79, 2748771626.1955137]}"
1673269500,"{'v': [2.248559614967231, 36656883.12, 2746393369.2698812, 0.00013031879383430583, 159171.52869571667], 'c': [2.248559614967231, 36656883.12, 2746393369.2698812]}"
1673270400,"{'v': [2.251286011112194, 36646881.04, 2749723392.741213, 0.00013040321733798592, 159274.64366281568], 'c': [2.251286011112194, 36646881.04, 2749723392.741213]}"
1673271300,"{'v': [2.248761975281456, 36610528.33, 2746640532.396663, 0.00013015524088713212, 158971.76493288265], 'c': [2.248761975281456, 36610528.33, 2746640532.396663]}"
1673272200,"{'v': [2.2446925381474476, 36572677.81, 2741670117.07518, 0.00013022677358234054, 159059.13505129033], 'c': [2.2446925381474476, 36572677.81, 2741670117.07518]}"
1673273100,"{'v': [2.2423306757631893, 36586527.52, 2738785335.5696874, 0.00013009015115371362, 158892.26425561434], 'c': [2.2423306757631893, 36586527.52, 2738785335.5696874]}"
1673274000,"{'v': [2.241715018242169, 36649019.19, 2738033370.746422, 0.00013004719631256638, 158839.7991619074], 'c': [2.241715018242169, 36649019.19, 2738033370.746422]}"
1673274900,"{'v': [2.241225925852899, 36654649.27, 2737435992.7245493, 0.00012992210113689436, 158687.00776660422], 'c': [2.241225925852899, 36654649.27, 2737435992.7245493]}"
1673275500,"{'v': [2.2390540666404672, 36584572.21, 2734783281.317519, 0.00012981554756771088, 158556.86311136375], 'c': [2.2390540666404672, 36584572.21, 2734783281.317519]}"
1673276400,"{'v': [2.243374258998486, 36475125.36, 2740059969.365751, 0.00012991437786722613, 158677.57455591028], 'c': [2.243374258998486, 36475125.36, 2740059969.365751]}"
1673277300,"{'v': [2.2457673720458846, 36368268.43, 2742982920.4681096, 0.00013005604797017536, 158850.61058696485], 'c': [2.2457673720458846, 36368268.43, 2742982920.4681096]}"
1673278200,"{'v': [2.2442357108506656, 36345154.5, 2741112147.6753774, 0.00013011561507104012, 158923.36591430978], 'c': [2.2442357108506656, 36345154.5, 2741112147.6753774]}"
1673279100,"{'v': [2.244018024343791, 36447041.49, 2740846265.118793, 0.0001298688113962992, 158621.9196145061], 'c': [2.244018024343791, 36447041.49, 2740846265.118793]}"
1673280000,"{'v': [2.2481222390671, 36451970.76, 2745859157.8289204, 0.00012998446872569477, 158763.18361322116], 'c': [2.2481222390671, 36451970.76, 2745859157.8289204]}"
1673280900,"{'v': [2.254275128884788, 36502349.42, 2753374304.718807, 0.00013030175631125292, 159150.7190449385], 'c': [2.254275128884788, 36502349.42, 2753374304.718807]}"
1673281500,"{'v': [2.2533378350201745, 36533641.68, 2752229492.8856244, 0.00013026394945770157, 159104.54170936102], 'c': [2.2533378350201745, 36533641.68, 2752229492.8856244]}"
1673282400,"{'v': [2.2598388143087638, 36656462.64, 2760169796.6663637, 0.00013046541730034634, 159350.61477030086], 'c': [2.2598388143087638, 36656462.64, 2760169796.6663637]}"
1673283300,"{'v': [2.2547593896920963, 36602586.1, 2753965781.440766, 0.0001299743841688729, 158750.86632360905], 'c': [2.2547593896920963, 36602586.1, 2753965781.440766]}"
1673284200,"{'v': [2.251697532275655, 36605650.45, 2750226025.1762705, 0.00012992761451395015, 158693.74181185145], 'c': [2.251697532275655, 36605650.45, 2750226025.1762705]}"
1673285100,"{'v': [2.2572414029918444, 36663768.88, 2756997315.4163356, 0.00012997675302531286, 158753.75964766243], 'c': [2.2572414029918444, 36663768.88, 2756997315.4163356]}"
1673286000,"{'v': [2.2612198142039386, 36904062.29, 2761856551.569291, 0.00013045570440346538, 159338.7514265795], 'c': [2.2612198142039386, 36904062.29, 2761856551.569291]}"
1673286900,"{'v': [2.2559200004000552, 36915209.31, 2755383352.730148, 0.00013010054637960662, 158904.9609967968], 'c': [2.2559200004000552, 36915209.31, 2755383352.730148]}"
1673287800,"{'v': [2.2557668849359045, 36916544.67, 2755196337.321405, 0.00012985395121799424, 158603.76937517454], 'c': [2.2557668849359045, 36916544.67, 2755196337.321405]}"
1673288400,"{'v': [2.2565956658740265, 36975280.67, 2756208611.3380175, 0.0001298462390512494, 158594.34972560432], 'c': [2.2565956658740265, 36975280.67, 2756208611.3380175]}"
1673289300,"{'v': [2.2547430985266455, 36971869.33, 2753945883.392044, 0.0001296663865613837, 158374.67768207658], 'c': [2.2547430985266455, 36971869.33, 2753945883.392044]}"
1673290200,"{'v': [2.2498871976992394, 36943136.44, 2748014880.3866315, 0.0001296180172646578, 158315.5993659314], 'c': [2.2498871976992394, 36943136.44, 2748014880.3866315]}"
1673291100,"{'v': [2.2491732027506934, 36916252.57, 2747142806.1132493, 0.00012964570527695577, 158349.41753685172], 'c': [2.2491732027506934, 36916252.57, 2747142806.1132493]}"
1673292000,"{'v': [2.247541843193414, 36869500.45, 2745150261.6233525, 0.0001295370264770552, 158216.6771223035], 'c': [2.247541843193414, 36869500.45, 2745150261.6233525]}"
1673292900,"{'v': [2.248659957548999, 36839292.66, 2746515927.817757, 0.00012963740791821542, 158339.28313308707], 'c': [2.248659957548999, 36839292.66, 2746515927.817757]}"
1673293800,"{'v': [2.2544706055558605, 36923650.51, 2753613060.155713, 0.0001300328496440664, 158822.27612405815], 'c': [2.2544706055558605, 36923650.51, 2753613060.155713]}"
1673294700,"{'v': [2.2562511815807444, 36874802.54, 2755787857.8153667, 0.00013045312168874233, 159335.5968957666], 'c': [2.2562511815807444, 36874802.54, 2755787857.8153667]}"
1673295300,"{'v': [2.2504834692011837, 36529556.62, 2748743167.103303, 0.00013040249460741734, 159273.76091884568], 'c': [2.2504834692011837, 36529556.62, 2748743167.103303]}"
1673296200,"{'v': [2.251974891061684, 36415316.25, 2750564791.5250874, 0.00013046220487844553, 159346.69111439734], 'c': [2.251974891061684, 36415316.25, 2750564791.5250874]}"
1673297100,"{'v': [2.235471589562084, 36521302.44, 2730407639.5830765, 0.00012971232032018559, 158430.781229325], 'c': [2.235471589562084, 36521302.44, 2730407639.5830765]}"
1673298000,"{'v': [2.232922708946661, 36454466.67, 2727294433.789171, 0.00012973122126606922, 158453.86686694925], 'c': [2.232922708946661, 36454466.67, 2727294433.789171]}"
1673298900,"{'v': [2.2335231781644724, 36527378.22, 2728027847.60096, 0.00012959199720477985, 158283.8184340668], 'c': [2.2335231781644724, 36527378.22, 2728027847.60096]}"
1673299800,"{'v': [2.237444730303078, 36544410.08, 2732817636.0144057, 0.00012973690873753935, 158460.8135513198], 'c': [2.237444730303078, 36544410.08, 2732817636.0144057]}"
1673300700,"{'v': [2.232276120401729, 36424216.39, 2726504689.77677, 0.00012974792719700195, 158474.2715107202], 'c': [2.232276120401729, 36424216.39, 2726504689.77677]}"
1673301600,"{'v': [2.228216970111747, 36424788.38, 2721546838.8187294, 0.0001296216175789764, 158319.99679409212], 'c': [2.228216970111747, 36424788.38, 2721546838.8187294]}"
1673302200,"{'v': [2.224206647208973, 36325649.72, 2716648625.68909, 0.00012939580228477413, 158044.1857270656], 'c': [2.224206647208973, 36325649.72, 2716648625.68909]}"
1673303100,"{'v': [2.2202024679497194, 36311802.2, 2711757916.412902, 0.0001290537215160924, 157626.36787220038], 'c': [2.2202024679497194, 36311802.2, 2711757916.412902]}"
1673304000,"{'v': [2.221957159261861, 36233897.57, 2713901098.453842, 0.00012902025560988987, 157585.49257484137], 'c': [2.221957159261861, 36233897.57, 2713901098.453842]}"
1673304900,"{'v': [2.2186824737043214, 36142738.22, 2709901393.6464596, 0.0001288917755731756, 157428.56690626362], 'c': [2.2186824737043214, 36142738.22, 2709901393.6464596]}"
1673305800,"{'v': [2.21614180117509, 36102239.76, 2706798213.2187223, 0.0001289721064480465, 157526.6831317017], 'c': [2.21614180117509, 36102239.76, 2706798213.2187223]}"
1673306700,"{'v': [2.2197035413601838, 35958096, 2711148526.887211, 0.00012912523184054989, 157713.71066694643], 'c': [2.2197035413601838, 35958096, 2711148526.887211]}"
1673307600,"{'v': [2.2193552998137966, 35848456.58, 2710723184.25118, 0.00012903459685116898, 157603.00898387667], 'c': [2.2193552998137966, 35848456.58, 2710723184.25118]}"
1673308500,"{'v': [2.220824610645252, 35711031.98, 2712517802.2359757, 0.00012913023745178944, 157719.82452642606], 'c': [2.220824610645252, 35711031.98, 2712517802.2359757]}"
1673309100,"{'v': [2.2202997380230425, 35516312.58, 2711876722.195335, 0.00012905765337187025, 157631.17024549097], 'c': [2.2202997380230425, 35516312.58, 2711876722.195335]}"
1673310000,"{'v': [2.221807330699908, 35401757.32, 2713718097.671325, 0.00012917768430230694, 157777.77616568285], 'c': [2.221807330699908, 35401757.32, 2713718097.671325]}"
1673310900,"{'v': [2.219657472971412, 35236019.06, 2711092258.902758, 0.00012901524529998498, 157579.37297640636], 'c': [2.219657472971412, 35236019.06, 2711092258.902758]}"
1673311800,"{'v': [2.2229414374549528, 35148610.6, 2715103297.001317, 0.0001290789689839693, 157657.20515928246], 'c': [2.2229414374549528, 35148610.6, 2715103297.001317]}"
1673312700,"{'v': [2.2243252677852903, 34966452.91, 2716793509.001095, 0.00012914511708149955, 157737.99852372683], 'c': [2.2243252677852903, 34966452.91, 2716793509.001095]}"
1673313600,"{'v': [2.2208573060418844, 34908436.58, 2712557736.432036, 0.00012896529018914564, 157518.3577450302], 'c': [2.2208573060418844, 34908436.58, 2712557736.432036]}"
1673314500,"{'v': [2.218226453562207, 34808312.52, 2709344410.1063213, 0.00012898642107123546, 157544.16702937026], 'c': [2.218226453562207, 34808312.52, 2709344410.1063213]}"
1673315400,"{'v': [2.217694435985731, 34667582.44, 2708694603.2101007, 0.00012880492920410905, 157322.49264852016], 'c': [2.217694435985731, 34667582.44, 2708694603.2101007]}"
1673316000,"{'v': [2.2171092078766974, 34546039.37, 2707979804.906573, 0.00012888715443325929, 157422.9226405123], 'c': [2.2171092078766974, 34546039.37, 2707979804.906573]}"
1673316900,"{'v': [2.213303731444631, 34438550.28, 2703331791.498179, 0.00012855361488985204, 157015.53704828446], 'c': [2.213303731444631, 34438550.28, 2703331791.498179]}"
1673317800,"{'v': [2.208467228612265, 34220921.46, 2697424481.2268176, 0.00012850992127573068, 156962.16961639447], 'c': [2.208467228612265, 34220921.46, 2697424481.2268176]}"
1673318700,"{'v': [2.193704272926389, 34189716.13, 2679392989.7170377, 0.0001277694290543983, 156057.7315427378], 'c': [2.193704272926389, 34189716.13, 2679392989.7170377]}"
1673319600,"{'v': [2.1986118442608067, 33951632.32, 2685387103.1407375, 0.00012788528752188122, 156199.2412117503], 'c': [2.1986118442608067, 33951632.32, 2685387103.1407375]}"
1673320500,"{'v': [2.1944023444653524, 33898039.37, 2680245615.11915, 0.0001276381491018212, 155897.38605361854], 'c': [2.1944023444653524, 33898039.37, 2680245615.11915]}"
1673321400,"{'v': [2.198846639371859, 33695814.26, 2685673882.16667, 0.00012782157910303115, 156121.42767372716], 'c': [2.198846639371859, 33695814.26, 2685673882.16667]}"
1673322300,"{'v': [2.2026251725983874, 33595235.89, 2690288987.111999, 0.0001280113703081199, 156353.23887576596], 'c': [2.2026251725983874, 33595235.89, 2690288987.111999]}"
1673322900,"{'v': [2.2053555554718245, 33416967.44, 2693623879.9781976, 0.00012817686069363724, 156555.36902808098], 'c': [2.2053555554718245, 33416967.44, 2693623879.9781976]}"
1673323800,"{'v': [2.2094018926122048, 33272495.48, 2698566080.940182, 0.00012836587600079729, 156786.23254747337], 'c': [2.2094018926122048, 33272495.48, 2698566080.940182]}"
1673324700,"{'v': [2.207093777392039, 33248800.58, 2695746946.2843876, 0.0001282226494311823, 156611.29544619503], 'c': [2.207093777392039, 33248800.58, 2695746946.2843876]}"
1673325600,"{'v': [2.2080148585656123, 33128387.9, 2696871955.917587, 0.00012832009410961484, 156730.3144915147], 'c': [2.2080148585656123, 33128387.9, 2696871955.917587]}"
1673326500,"{'v': [2.2142562401948926, 33037893.42, 2704495186.8106613, 0.00012851556689598556, 156969.06518364127], 'c': [2.2142562401948926, 33037893.42, 2704495186.8106613]}"
1673327400,"{'v': [2.18418655621232, 33505896.32, 2667768039.2820506, 0.00012686113090374352, 154948.33510882795], 'c': [2.18418655621232, 33505896.32, 2667768039.2820506]}"
1673328300,"{'v': [2.177650169262669, 33130851.95, 2659784488.542274, 0.00012645660575255038, 154454.24761141642], 'c': [2.177650169262669, 33130851.95, 2659784488.542274]}"
1673329200,"{'v': [2.1839111141617513, 33074475.65, 2667431614.036189, 0.0001268121391286627, 154888.49649688494], 'c': [2.1839111141617513, 33074475.65, 2667431614.036189]}"
1673329800,"{'v': [2.180938743236345, 33006710.08, 2663801156.6775274, 0.00012657770306271387, 154602.15600906606], 'c': [2.180938743236345, 33006710.08, 2663801156.6775274]}"
1673330700,"{'v': [2.1781226497981496, 32901750.6, 2660361576.826309, 0.00012639600684738, 154380.23203707402], 'c': [2.1781226497981496, 32901750.6, 2660361576.826309]}"
1673331600,"{'v': [2.1750687304508034, 32914291.35, 2656631516.128782, 0.00012621903712684633, 154164.08101141296], 'c': [2.1750687304508034, 32914291.35, 2656631516.128782]}"
1673332500,"{'v': [2.173159656897798, 32820813.34, 2654299771.4365253, 0.00012622955413931695, 154176.92650286516], 'c': [2.173159656897798, 32820813.34, 2654299771.4365253]}"
1673333400,"{'v': [2.1768456506574996, 32727214.78, 2658801848.5677834, 0.00012652381229582524, 154536.33376274325], 'c': [2.1768456506574996, 32727214.78, 2658801848.5677834]}"
1673334300,"{'v': [2.1738854083193417, 32688080.83, 2655186205.079911, 0.0001263112781386775, 154276.7442922002], 'c': [2.1738854083193417, 32688080.83, 2655186205.079911]}"
1673335200,"{'v': [2.165474339259707, 32763108.17, 2644912915.397001, 0.00012582650289064224, 153684.63923173034], 'c': [2.165474339259707, 32763108.17, 2644912915.397001]}"
1673336100,"{'v': [2.160793524010511, 32889151.21, 2639195762.12359, 0.00012560453221207007, 153413.5239827749], 'c': [2.160793524010511, 32889151.21, 2639195762.12359]}"
1673336700,"{'v': [2.1597986935062603, 33049068.9, 2637980674.9708033, 0.0001254448888092242, 153218.5353420001], 'c': [2.1597986935062603, 33049068.9, 2637980674.9708033]}"
1673337600,"{'v': [2.1572779841402627, 33168751.85, 2634901877.5742164, 0.0001253731118303197, 153130.86685519756], 'c': [2.1572779841402627, 33168751.85, 2634901877.5742164]}"
1673338500,"{'v': [2.156018838292076, 33099043.42, 2633363955.34819, 0.00012536818536492645, 153124.84966454806], 'c': [2.156018838292076, 33099043.42, 2633363955.34819]}"
1673339400,"{'v': [2.1597293493764886, 33085389.44, 2637895977.968805, 0.00012523150424646108, 152957.90718503407], 'c': [2.1597293493764886, 33085389.44, 2637895977.968805]}"
1673340300,"{'v': [2.1552057670850755, 33174174.98, 2632370869.215722, 0.00012493711905780513, 152598.34476794078], 'c': [2.1552057670850755, 33174174.98, 2632370869.215722]}"
1673341200,"{'v': [2.1526948563131887, 33079206.8, 2629304039.833554, 0.0001247017745079127, 152310.89465676024], 'c': [2.1526948563131887, 33079206.8, 2629304039.833554]}"
1673342100,"{'v': [2.155037289929746, 33178580.65, 2632165091.0192313, 0.000124876650400114, 152524.48827802335], 'c': [2.155037289929746, 33178580.65, 2632165091.0192313]}"
1673342700,"{'v': [2.1542949559259776, 33375029.7, 2631258403.390332, 0.0001247549728955006, 152375.87123018742], 'c': [2.1542949559259776, 33375029.7, 2631258403.390332]}"
1673343600,"{'v': [2.1515700148242947, 33490249.62, 2627930157.110581, 0.00012470769971596626, 152318.13171287457], 'c': [2.1515700148242947, 33490249.62, 2627930157.110581]}"
1673344500,"{'v': [2.144089417802139, 33587655.28, 2618793347.073135, 0.00012430509211267581, 151826.386310736], 'c': [2.144089417802139, 33587655.28, 2618793347.073135]}"
1673345400,"{'v': [2.1438719990915973, 33601062.96, 2618527791.6033077, 0.00012430544196680786, 151826.81362298608], 'c': [2.1438719990915973, 33601062.96, 2618527791.6033077]}"
1673346300,"{'v': [2.143145273456207, 33692857.97, 2617640168.0539794, 0.00012419989199343438, 151697.89476085317], 'c': [2.143145273456207, 33692857.97, 2617640168.0539794]}"
1673347200,"{'v': [2.1438207415571275, 33741856.04, 2618465185.5901713, 0.00012417067819372782, 151662.21299139012], 'c': [2.1438207415571275, 33741856.04, 2618465185.5901713]}"
1673348100,"{'v': [2.148679532765275, 33743212.81, 2624399718.910035, 0.000124415741278718, 151961.53333281662], 'c': [2.148679532765275, 33743212.81, 2624399718.910035]}"
1673349000,"{'v': [2.123976494160918, 33956786.58, 2594227398.3843846, 0.0001229556605982111, 150178.18906529018], 'c': [2.123976494160918, 33956786.58, 2594227398.3843846]}"
1673349600,"{'v': [2.129660637676319, 34079253.03, 2601170017.987069, 0.00012329126780763822, 150588.10010723662], 'c': [2.129660637676319, 34079253.03, 2601170017.987069]}"
1673350500,"{'v': [2.1292020442331445, 34180231.2, 2600609891.413977, 0.00012328796042640843, 150584.06046789655], 'c': [2.1292020442331445, 34180231.2, 2600609891.413977]}"
1673351400,"{'v': [2.1268546350731965, 34162175.35, 2597742763.093726, 0.00012319565073458418, 150471.31330128462], 'c': [2.1268546350731965, 34162175.35, 2597742763.093726]}"
1673352300,"{'v': [2.126688305730955, 34080976.09, 2597539608.2386775, 0.0001232750717219711, 150568.31818907522], 'c': [2.126688305730955, 34080976.09, 2597539608.2386775]}"
1673353200,"{'v': [2.1298561004989773, 34143258.17, 2601408756.5095057, 0.00012350732764232977, 150851.9958444955], 'c': [2.1298561004989773, 34143258.17, 2601408756.5095057]}"
1673354100,"{'v': [2.126615846629069, 34156168.43, 2597451106.6060596, 0.00012339735627127902, 150717.67668201795], 'c': [2.126615846629069, 34156168.43, 2597451106.6060596]}"
1673355000,"{'v': [2.1252712405908296, 34243346.61, 2595808803.2029743, 0.00012325705375847588, 150546.31102718294], 'c': [2.1252712405908296, 34243346.61, 2595808803.2029743]}"
1673355900,"{'v': [2.110098337845553, 34318657.12, 2577276601.8706956, 0.00012244040309668377, 149548.85294440563], 'c': [2.110098337845553, 34318657.12, 2577276601.8706956]}"
1673356500,"{'v': [2.117973377973137, 34334214.65, 2586895185.182949, 0.00012283545367973106, 150031.3681930943], 'c': [2.117973377973137, 34334214.65, 2586895185.182949]}"
1673357400,"{'v': [2.12088863340081, 34344151.81, 2590455881.6052256, 0.00012293749521592035, 150156.00184590695], 'c': [2.12088863340081, 34344151.81, 2590455881.6052256]}"
1673358300,"{'v': [2.1182532363140756, 34342502.9, 2587237004.491084, 0.00012289495865300785, 150104.04763772996], 'c': [2.1182532363140756, 34342502.9, 2587237004.491084]}"
1673359200,"{'v': [2.12252295298965, 34310422.4, 2592452041.481166, 0.00012301379990142298, 150249.2004788957], 'c': [2.12252295298965, 34310422.4, 2592452041.481166]}"
1673360100,"{'v': [2.1289325577743434, 34313067.73, 2600280740.3349338, 0.00012316563602842627, 150434.653303736], 'c': [2.1289325577743434, 34313067.73, 2600280740.3349338]}"
1673361000,"{'v': [2.1326191821954965, 34432722.15, 2604783587.7568336, 0.00012348163576879982, 150820.61575982394], 'c': [2.1326191821954965, 34432722.15, 2604783587.7568336]}"
1673361900,"{'v': [2.1293180618354497, 34465402.27, 2600751595.4504495, 0.0001232387070428954, 150523.90232710546], 'c': [2.1293180618354497, 34465402.27, 2600751595.4504495]}"
1673362800,"{'v': [2.1328907275009676, 34498409.98, 2605115253.513631, 0.00012340096817400363, 150722.08826427144], 'c': [2.1328907275009676, 34498409.98, 2605115253.513631]}"
1673363400,"{'v': [2.1347516557285044, 34519365.64, 2607388193.4485006, 0.00012339002664506424, 150708.72426790293], 'c': [2.1347516557285044, 34519365.64, 2607388193.4485006]}"
1673364300,"{'v': [2.156165745293744, 34766672.68, 2633543387.7335243, 0.00012437317382625983, 151909.54139611206], 'c': [2.156165745293744, 34766672.68, 2633543387.7335243]}"
1673365200,"{'v': [2.1490605901531357, 34826955.57, 2624865142.8535967, 0.00012415848901801925, 151647.32511778423], 'c': [2.1490605901531357, 34826955.57, 2624865142.8535967]}"
